t,l,u,R,v,phi,x,y
2.19933e+12,5.77425,5.00924,5.29798e+07,4.33021,4.54672,-8.73719e+06,-5.22544e+07
2.20173e+12,5.78053,5.01747,5.2791e+07,4.33822,4.55513,-8.26758e+06,-5.21396e+07
2.20412e+12,5.78681,5.02578,5.26012e+07,4.34635,4.56367,-7.79414e+06,-5.20205e+07
2.20651e+12,5.7931,5.03415,5.24102e+07,4.35459,4.57232,-7.31683e+06,-5.1897e+07
2.20891e+12,5.79938,5.0426,5.22181e+07,4.36296,4.58111,-6.83557e+06,-5.17688e+07
2.2113e+12,5.80566,5.05112,5.2025e+07,4.37145,4.59002,-6.35031e+06,-5.1636e+07
2.21369e+12,5.81195,5.05972,5.18307e+07,4.38006,4.59907,-5.86096e+06,-5.14983e+07
2.21609e+12,5.81823,5.06839,5.16353e+07,4.38881,4.60825,-5.36747e+06,-5.13555e+07
2.21848e+12,5.82451,5.07714,5.14387e+07,4.39769,4.61758,-4.86975e+06,-5.12077e+07
2.22087e+12,5.8308,5.08598,5.1241e+07,4.40671,4.62705,-4.36775e+06,-5.10545e+07
2.22327e+12,5.83708,5.09489,5.10421e+07,4.41587,4.63667,-3.86137e+06,-5.08959e+07
2.22566e+12,5.84336,5.10389,5.08421e+07,4.42518,4.64644,-3.35056e+06,-5.07316e+07
2.22805e+12,5.84965,5.11298,5.06409e+07,4.43464,4.65637,-2.83522e+06,-5.05614e+07
2.23044e+12,5.85593,5.12216,5.04384e+07,4.44426,4.66647,-2.31528e+06,-5.03853e+07
2.23284e+12,5.86221,5.13143,5.02348e+07,4.45403,4.67674,-1.79066e+06,-5.02029e+07
2.23523e+12,5.8685,5.14079,5.003e+07,4.46398,4.68718,-1.26127e+06,-5.00141e+07
2.23762e+12,5.87478,5.15025,4.98239e+07,4.47409,4.6978,-727030,-4.98186e+07
2.24002e+12,5.88106,5.15981,4.96166e+07,4.48438,4.7086,-187856,-4.96163e+07
2.24241e+12,5.88734,5.16947,4.94081e+07,4.49486,4.7196,356342,-4.94068e+07
2.2448e+12,5.89363,5.17923,4.91983e+07,4.50552,4.7308,905653,-4.919e+07
2.2472e+12,5.89991,5.18911,4.89872e+07,4.51638,4.7422,1.46017e+06,-4.89655e+07
2.24959e+12,5.90619,5.19909,4.87749e+07,4.52744,4.75382,2.01998e+06,-4.87331e+07
2.25198e+12,5.91248,5.20919,4.85613e+07,4.53871,4.76565,2.58518e+06,-4.84924e+07
2.25438e+12,5.91876,5.2194,4.83464e+07,4.5502,4.77771,3.15587e+06,-4.82433e+07
2.25677e+12,5.92504,5.22974,4.81302e+07,4.56191,4.79001,3.73213e+06,-4.79852e+07
2.25916e+12,5.93133,5.2402,4.79126e+07,4.57386,4.80255,4.31407e+06,-4.7718e+07
2.26156e+12,5.93761,5.25078,4.76938e+07,4.58604,4.81535,4.90178e+06,-4.74412e+07
2.26395e+12,5.94389,5.2615,4.74736e+07,4.59848,4.8284,5.49535e+06,-4.71545e+07
2.26634e+12,5.95018,5.27236,4.72521e+07,4.61118,4.84174,6.09489e+06,-4.68574e+07
2.26874e+12,5.95646,5.28336,4.70293e+07,4.62414,4.85535,6.70049e+06,-4.65495e+07
2.27113e+12,5.96274,5.2945,4.68051e+07,4.63739,4.86926,7.31225e+06,-4.62304e+07
2.27352e+12,5.96903,5.30579,4.65795e+07,4.65093,4.88347,7.93026e+06,-4.58995e+07
2.27592e+12,5.97531,5.31724,4.63527e+07,4.66477,4.89801,8.5546e+06,-4.55564e+07
2.27831e+12,5.98159,5.32885,4.61244e+07,4.67893,4.91287,9.18537e+06,-4.52006e+07
2.2807e+12,5.98788,5.34062,4.58948e+07,4.69341,4.92808,9.82265e+06,-4.48314e+07
2.28309e+12,5.99416,5.35257,4.56639e+07,4.70824,4.94365,1.04665e+07,-4.44482e+07
2.28549e+12,6.00044,5.36469,4.54316e+07,4.72343,4.9596,1.11171e+07,-4.40504e+07
2.28788e+12,6.00673,5.377,4.51979e+07,4.73899,4.97594,1.17743e+07,-4.36374e+07
2.29027e+12,6.01301,5.3895,4.4963e+07,4.75493,4.99268,1.24384e+07,-4.32083e+07
2.29267e+12,6.01929,5.4022,4.47267e+07,4.77129,5.00985,1.31093e+07,-4.27624e+07
2.29506e+12,6.02557,5.4151,4.44891e+07,4.78807,5.02747,1.3787e+07,-4.22989e+07
2.29745e+12,6.03186,5.42822,4.42502e+07,4.8053,5.04556,1.44716e+07,-4.18168e+07
2.29985e+12,6.03814,5.44156,4.401e+07,4.82299,5.06414,1.51631e+07,-4.13153e+07
2.30224e+12,6.04442,5.45513,4.37686e+07,4.84117,5.08322,1.58615e+07,-4.07934e+07
2.30463e+12,6.05071,5.46894,4.35259e+07,4.85986,5.10285,1.65666e+07,-4.02499e+07
2.30703e+12,6.05699,5.48301,4.32821e+07,4.87909,5.12304,1.72785e+07,-3.96837e+07
2.30942e+12,6.06327,5.49733,4.30372e+07,4.89888,5.14382,1.7997e+07,-3.90936e+07
2.31181e+12,6.06956,5.51193,4.27912e+07,4.91926,5.16523,1.87219e+07,-3.84783e+07
2.31421e+12,6.07584,5.52681,4.25442e+07,4.94027,5.18728,1.94531e+07,-3.78363e+07
2.3166e+12,6.08212,5.54198,4.22962e+07,4.96193,5.21003,2.01902e+07,-3.71662e+07
2.31899e+12,6.08841,5.55747,4.20474e+07,4.98428,5.2335,2.0933e+07,-3.64663e+07
2.32139e+12,6.09469,5.57328,4.17978e+07,5.00736,5.25773,2.1681e+07,-3.5735e+07
2.32378e+12,6.10097,5.58943,4.15476e+07,5.03121,5.28277,2.24337e+07,-3.49705e+07
2.32617e+12,6.10726,5.60593,4.12969e+07,5.05586,5.30865,2.31905e+07,-3.41706e+07
2.32857e+12,6.11354,5.62281,4.10458e+07,5.08137,5.33543,2.39506e+07,-3.33335e+07
2.33096e+12,6.11982,5.64007,4.07945e+07,5.10777,5.36316,2.47133e+07,-3.24568e+07
2.33335e+12,6.12611,5.65774,4.05432e+07,5.13513,5.39188,2.54773e+07,-3.15381e+07
2.33574e+12,6.13239,5.67583,4.02921e+07,5.16349,5.42166,2.62416e+07,-3.05751e+07
2.33814e+12,6.13867,5.69437,4.00416e+07,5.19291,5.45256,2.70045e+07,-2.9565e+07
2.34053e+12,6.14496,5.71338,3.97918e+07,5.22345,5.48463,2.77643e+07,-2.8505e+07
2.34292e+12,6.15124,5.73288,3.95432e+07,5.25518,5.51794,2.8519e+07,-2.73922e+07
2.34532e+12,6.15752,5.75289,3.92962e+07,5.28816,5.55257,2.92663e+07,-2.62235e+07
2.34771e+12,6.1638,5.77344,3.90511e+07,5.32246,5.58858,3.00032e+07,-2.4996e+07
2.3501e+12,6.17009,5.79455,3.88086e+07,5.35814,5.62605,3.07265e+07,-2.37062e+07
2.3525e+12,6.17637,5.81625,3.85692e+07,5.39529,5.66506,3.14326e+07,-2.23512e+07
2.35489e+12,6.18265,5.83856,3.83335e+07,5.43398,5.70568,3.21169e+07,-2.09276e+07
2.35728e+12,6.18894,5.86149,3.81024e+07,5.47428,5.74799,3.27746e+07,-1.94325e+07
2.35968e+12,6.19522,5.88509,3.78768e+07,5.51625,5.79207,3.33999e+07,-1.78632e+07
2.36207e+12,6.2015,5.90936,3.76575e+07,5.55997,5.83797,3.39866e+07,-1.62173e+07
2.36446e+12,6.20779,5.93433,3.74457e+07,5.60549,5.88577,3.45273e+07,-1.4493e+07
2.36686e+12,6.21407,5.96,3.72425e+07,5.65286,5.9355,3.50141e+07,-1.26893e+07
2.36925e+12,6.22035,5.98638,3.70494e+07,5.7021,5.98721,3.54384e+07,-1.08064e+07
2.37164e+12,6.22664,6.01347,3.68676e+07,5.75323,6.04089,3.57908e+07,-8.84561e+06
2.37404e+12,6.23292,6.04127,3.66989e+07,5.80623,6.09654,3.60615e+07,-6.80988e+06
2.37643e+12,6.2392,6.06974,3.65446e+07,5.86105,6.15411,3.62406e+07,-4.7041e+06
2.37882e+12,6.24549,6.09886,3.64066e+07,5.91761,6.21349,3.63182e+07,-2.53531e+06
2.38122e+12,6.25177,6.12857,3.62863e+07,5.97578,6.27456,3.6285e+07,-312835
2.38361e+12,6.25805,6.1588,3.61854e+07,6.03538,6.33715,3.61327e+07,1.95161e+06
2.386e+12,6.26434,6.18949,3.61053e+07,6.0962,6.40101,3.5855e+07,4.24409e+06
2.38839e+12,6.27062,6.22052,3.60471e+07,6.15797,6.46587,3.54473e+07,6.54873e+06
2.39079e+12,6.2769,6.25179,3.60118e+07,6.22041,6.53143,3.49079e+07,8.84823e+06
2.39318e+12,6.28319,6.28319,3.6e+07,6.28319,6.59734,3.4238e+07,1.11246e+07
2.39557e+12,6.28947,0.0313953,3.60118e+07,0.0627751,6.66326,3.34419e+07,1.336e+07
2.39797e+12,6.29575,0.0626678,3.60471e+07,0.125213,6.72882,3.25267e+07,1.55373e+07
2.40036e+12,6.30203,0.0936996,3.61053e+07,0.18699,6.79368,3.15019e+07,1.76415e+07
2.40275e+12,6.30832,0.124382,3.61854e+07,0.247809,6.85754,3.03791e+07,1.96594e+07
2.40515e+12,6.3146,0.154618,3.62863e+07,0.30741,6.92013,2.91713e+07,2.15809e+07
2.40754e+12,6.32088,0.184327,3.64066e+07,0.365576,6.9812,2.78918e+07,2.33984e+07
2.40993e+12,6.32717,0.213444,3.65446e+07,0.422133,7.04058,2.65543e+07,2.51074e+07
2.41233e+12,6.33345,0.241916,3.66989e+07,0.476954,7.09815,2.51716e+07,2.67057e+07
2.41472e+12,6.33973,0.269711,3.68676e+07,0.529954,7.1538,2.3756e+07,2.81935e+07
2.41711e+12,6.34602,0.296805,3.70494e+07,0.581084,7.20748,2.23184e+07,2.95727e+07
2.41951e+12,6.3523,0.323188,3.72425e+07,0.630327,7.25919,2.08684e+07,3.08467e+07
2.4219e+12,6.35858,0.348858,3.74457e+07,0.677694,7.30892,1.94144e+07,3.20197e+07
2.42429e+12,6.36487,0.373823,3.76575e+07,0.723213,7.35672,1.79634e+07,3.30968e+07
2.42669e+12,6.37115,0.398095,3.78768e+07,0.766932,7.40262,1.65214e+07,3.40836e+07
2.42908e+12,6.37743,0.421691,3.81024e+07,0.808907,7.4467,1.50931e+07,3.49857e+07
2.43147e+12,6.38372,0.44463,3.83335e+07,0.849203,7.48901,1.36822e+07,3.58086e+07
2.43387e+12,6.39,0.466936,3.85692e+07,0.887891,7.52963,1.22918e+07,3.65581e+07
2.43626e+12,6.39628,0.488632,3.88086e+07,0.925042,7.56864,1.09241e+07,3.72394e+07
2.43865e+12,6.40257,0.509743,3.90511e+07,0.96073,7.60611,9.58082e+06,3.78576e+07
2.44104e+12,6.40885,0.530292,3.92962e+07,0.995027,7.64212,8.26309e+06,3.84176e+07
2.44344e+12,6.41513,0.550304,3.95432e+07,1.02801,7.67675,6.97168e+06,3.89238e+07
2.44583e+12,6.42142,0.569803,3.97918e+07,1.05973,7.71006,5.70701e+06,3.93804e+07
2.44822e+12,6.4277,0.588812,4.00416e+07,1.09028,7.74213,4.46923e+06,3.97914e+07
2.45062e+12,6.43398,0.607353,4.02921e+07,1.1197,7.77303,3.25828e+06,4.01602e+07
2.45301e+12,6.44026,0.625448,4.05432e+07,1.14806,7.80281,2.07395e+06,4.04901e+07
2.4554e+12,6.44655,0.643117,4.07945e+07,1.17541,7.83153,915856,4.07842e+07
2.4578e+12,6.45283,0.660379,4.10458e+07,1.20182,7.85925,-216448,4.10452e+07
2.46019e+12,6.45911,0.677253,4.12969e+07,1.22732,7.88604,-1.3235e+06,4.12757e+07
2.46258e+12,6.4654,0.693756,4.15476e+07,1.25198,7.91192,-2.40589e+06,4.14779e+07
2.46498e+12,6.47168,0.709905,4.17978e+07,1.27582,7.93696,-3.46425e+06,4.1654e+07
2.46737e+12,6.47796,0.725715,4.20474e+07,1.2989,7.96119,-4.49923e+06,4.1806e+07
2.46976e+12,6.48425,0.741202,4.22962e+07,1.32125,7.98466,-5.5115e+06,4.19356e+07
2.47216e+12,6.49053,0.756379,4.25442e+07,1.34292,8.00741,-6.50173e+06,4.20444e+07
2.47455e+12,6.49681,0.771259,4.27912e+07,1.36392,8.02946,-7.4706e+06,4.2134e+07
2.47694e+12,6.5031,0.785856,4.30372e+07,1.38431,8.05087,-8.41876e+06,4.22057e+07
2.47934e+12,6.50938,0.80018,4.32821e+07,1.4041,8.07165,-9.34688e+06,4.22608e+07
2.48173e+12,6.51566,0.814243,4.35259e+07,1.42333,8.09184,-1.02556e+07,4.23005e+07
2.48412e+12,6.52195,0.828055,4.37686e+07,1.44202,8.11146,-1.11455e+07,4.23257e+07
2.48652e+12,6.52823,0.841626,4.401e+07,1.4602,8.13055,-1.20173e+07,4.23375e+07
2.48891e+12,6.53451,0.854967,4.42502e+07,1.47789,8.14913,-1.28715e+07,4.23367e+07
2.4913e+12,6.5408,0.868084,4.44891e+07,1.49512,8.16722,-1.37087e+07,4.23243e+07
2.49369e+12,6.54708,0.880988,4.47267e+07,1.5119,8.18484,-1.45295e+07,4.23009e+07
2.49609e+12,6.55336,0.893686,4.4963e+07,1.52825,8.20201,-1.53343e+07,4.22673e+07
2.49848e+12,6.55965,0.906186,4.51979e+07,1.5442,8.21875,-1.61238e+07,4.22241e+07
2.50087e+12,6.56593,0.918494,4.54316e+07,1.55976,8.23509,-1.68983e+07,4.2172e+07
2.50327e+12,6.57221,0.930618,4.56639e+07,1.57494,8.25104,-1.76584e+07,4.21114e+07
2.50566e+12,6.5785,0.942564,4.58948e+07,1.58977,8.26661,-1.84045e+07,4.20429e+07
2.50805e+12,6.58478,0.954338,4.61244e+07,1.60426,8.28182,-1.91371e+07,4.1967e+07
2.51045e+12,6.59106,0.965946,4.63527e+07,1.61842,8.29668,-1.98566e+07,4.18842e+07
2.51284e+12,6.59734,0.977393,4.65795e+07,1.63226,8.31121,-2.05633e+07,4.17948e+07
2.51523e+12,6.60363,0.988686,4.68051e+07,1.6458,8.32543,-2.12578e+07,4.16992e+07
2.51763e+12,6.60991,0.999828,4.70293e+07,1.65904,8.33934,-2.19403e+07,4.15978e+07
2.52002e+12,6.61619,1.01083,4.72521e+07,1.67201,8.35295,-2.26112e+07,4.14909e+07
2.52241e+12,6.62248,1.02168,4.74736e+07,1.6847,8.36628,-2.32709e+07,4.13789e+07
2.52481e+12,6.62876,1.0324,4.76938e+07,1.69714,8.37934,-2.39196e+07,4.1262e+07
2.5272e+12,6.63504,1.04299,4.79126e+07,1.70933,8.39214,-2.45578e+07,4.11404e+07
2.52959e+12,6.64133,1.05345,4.81302e+07,1.72127,8.40468,-2.51857e+07,4.10146e+07
2.53199e+12,6.64761,1.06378,4.83464e+07,1.73298,8.41698,-2.58035e+07,4.08846e+07
2.53438e+12,6.65389,1.074,4.85613e+07,1.74447,8.42904,-2.64117e+07,4.07507e+07
2.53677e+12,6.66018,1.0841,4.87749e+07,1.75574,8.44087,-2.70104e+07,4.06132e+07
2.53917e+12,6.66646,1.09408,4.89872e+07,1.7668,8.45249,-2.75999e+07,4.04722e+07
2.54156e+12,6.67274,1.10395,4.91983e+07,1.77766,8.46389,-2.81804e+07,4.03278e+07
2.54395e+12,6.67903,1.11372,4.94081e+07,1.78833,8.47509,-2.87523e+07,4.01804e+07
2.54634e+12,6.68531,1.12338,4.96166e+07,1.7988,8.48609,-2.93157e+07,4.003e+07
2.54874e+12,6.69159,1.13294,4.98239e+07,1.80909,8.49689,-2.98708e+07,3.98768e+07
2.55113e+12,6.69788,1.1424,5.003e+07,1.81921,8.50751,-3.04179e+07,3.97209e+07
2.55352e+12,6.70416,1.15176,5.02348e+07,1.82915,8.51795,-3.09572e+07,3.95625e+07
2.55592e+12,6.71044,1.16103,5.04384e+07,1.83893,8.52822,-3.14888e+07,3.94017e+07
2.55831e+12,6.71673,1.1702,5.06409e+07,1.84854,8.53832,-3.2013e+07,3.92386e+07
2.5607e+12,6.72301,1.17929,5.08421e+07,1.858,8.54825,-3.25299e+07,3.90733e+07
2.5631e+12,6.72929,1.18829,5.10421e+07,1.86731,8.55802,-3.30398e+07,3.8906e+07
2.56549e+12,6.73557,1.19721,5.1241e+07,1.87647,8.56764,-3.35427e+07,3.87367e+07
2.56788e+12,6.74186,1.20604,5.14387e+07,1.88549,8.57711,-3.40388e+07,3.85655e+07
2.57028e+12,6.74814,1.21479,5.16353e+07,1.89437,8.58644,-3.45284e+07,3.83926e+07
2.57267e+12,6.75442,1.22347,5.18307e+07,1.90312,8.59562,-3.50115e+07,3.8218e+07
2.57506e+12,6.76071,1.23206,5.2025e+07,1.91174,8.60467,-3.54884e+07,3.80418e+07
2.57746e+12,6.76699,1.24058,5.22181e+07,1.92023,8.61358,-3.5959e+07,3.7864e+07
2.57985e+12,6.77327,1.24903,5.24102e+07,1.92859,8.62236,-3.64237e+07,3.76848e+07
2.58224e+12,6.77956,1.25741,5.26012e+07,1.93684,8.63102,-3.68825e+07,3.75042e+07
2.58464e+12,6.78584,1.26571,5.2791e+07,1.94496,8.63956,-3.73355e+07,3.73223e+07
2.58703e+12,6.79212,1.27395,5.29798e+07,1.95298,8.64797,-3.77829e+07,3.71391e+07
2.58942e+12,6.79841,1.28212,5.31675e+07,1.96088,8.65627,-3.82248e+07,3.69547e+07
2.59182e+12,6.80469,1.29022,5.33542e+07,1.96868,8.66446,-3.86613e+07,3.67692e+07
2.59421e+12,6.81097,1.29826,5.35398e+07,1.97637,8.67253,-3.90925e+07,3.65826e+07
2.5966e+12,6.81726,1.30624,5.37244e+07,1.98396,8.6805,-3.95185e+07,3.6395e+07
2.59899e+12,6.82354,1.31415,5.39079e+07,1.99145,8.68837,-3.99395e+07,3.62064e+07
2.60139e+12,6.82982,1.32201,5.40904e+07,1.99884,8.69613,-4.03555e+07,3.60168e+07
2.60378e+12,6.83611,1.3298,5.42719e+07,2.00614,8.70379,-4.07666e+07,3.58263e+07
2.60617e+12,6.84239,1.33754,5.44524e+07,2.01335,8.71136,-4.1173e+07,3.5635e+07
2.60857e+12,6.84867,1.34522,5.46319e+07,2.02046,8.71883,-4.15747e+07,3.54428e+07
2.61096e+12,6.85496,1.35284,5.48105e+07,2.02749,8.72621,-4.19718e+07,3.52499e+07
2.61335e+12,6.86124,1.36041,5.4988e+07,2.03443,8.7335,-4.23643e+07,3.50563e+07
2.61575e+12,6.86752,1.36793,5.51646e+07,2.04129,8.7407,-4.27525e+07,3.48619e+07
2.61814e+12,6.8738,1.3754,5.53402e+07,2.04806,8.74781,-4.31363e+07,3.46669e+07
2.62053e+12,6.88009,1.38281,5.55148e+07,2.05476,8.75484,-4.35159e+07,3.44712e+07
2.62293e+12,6.88637,1.39017,5.56885e+07,2.06138,8.76179,-4.38913e+07,3.42749e+07
2.62532e+12,6.89265,1.39748,5.58613e+07,2.06792,8.76866,-4.42626e+07,3.4078e+07
2.62771e+12,6.89894,1.40475,5.60331e+07,2.07438,8.77545,-4.46298e+07,3.38806e+07
2.63011e+12,6.90522,1.41197,5.62041e+07,2.08078,8.78216,-4.49931e+07,3.36826e+07
2.6325e+12,6.9115,1.41914,5.63741e+07,2.0871,8.7888,-4.53525e+07,3.34842e+07
2.63489e+12,6.91779,1.42626,5.65432e+07,2.09335,8.79537,-4.57081e+07,3.32852e+07
2.63729e+12,6.92407,1.43334,5.67114e+07,2.09954,8.80186,-4.60599e+07,3.30858e+07
2.63968e+12,6.93035,1.44037,5.68787e+07,2.10566,8.80828,-4.6408e+07,3.2886e+07
2.64207e+12,6.93664,1.44736,5.70452e+07,2.11171,8.81464,-4.67524e+07,3.26858e+07
2.64447e+12,6.94292,1.45431,5.72107e+07,2.1177,8.82093,-4.70933e+07,3.24851e+07
2.64686e+12,6.9492,1.46122,5.73754e+07,2.12362,8.82715,-4.74307e+07,3.22842e+07
2.64925e+12,6.95549,1.46808,5.75393e+07,2.12949,8.83331,-4.77646e+07,3.20828e+07
2.65164e+12,6.96177,1.47491,5.77022e+07,2.13529,8.8394,-4.80951e+07,3.18811e+07
2.65404e+12,6.96805,1.48169,5.78644e+07,2.14104,8.84544,-4.84223e+07,3.16791e+07
2.65643e+12,6.97434,1.48844,5.80257e+07,2.14673,8.85141,-4.87461e+07,3.14769e+07
2.65882e+12,6.98062,1.49515,5.81861e+07,2.15236,8.85732,-4.90667e+07,3.12743e+07
2.66122e+12,6.9869,1.50181,5.83457e+07,2.15794,8.86318,-4.93841e+07,3.10715e+07
2.66361e+12,6.99319,1.50845,5.85045e+07,2.16346,8.86898,-4.96984e+07,3.08684e+07
2.666e+12,6.99947,1.51504,5.86625e+07,2.16893,8.87472,-5.00095e+07,3.0665e+07
2.6684e+12,7.00575,1.5216,5.88197e+07,2.17435,8.88041,-5.03176e+07,3.04615e+07
2.67079e+12,7.01203,1.52812,5.89761e+07,2.17971,8.88604,-5.06226e+07,3.02577e+07
2.67318e+12,7.01832,1.53461,5.91317e+07,2.18503,8.89162,-5.09247e+07,3.00538e+07
2.67558e+12,7.0246,1.54106,5.92865e+07,2.1903,8.89715,-5.12239e+07,2.98496e+07
2.67797e+12,7.03088,1.54748,5.94405e+07,2.19551,8.90263,-5.15202e+07,2.96453e+07
2.68036e+12,7.03717,1.55387,5.95937e+07,2.20069,8.90806,-5.18136e+07,2.94408e+07
2.68276e+12,7.04345,1.56022,5.97462e+07,2.20581,8.91345,-5.21042e+07,2.92362e+07
2.68515e+12,7.04973,1.56654,5.98979e+07,2.21089,8.91878,-5.23921e+07,2.90314e+07
2.68754e+12,7.05602,1.57283,6.00488e+07,2.21592,8.92406,-5.26772e+07,2.88265e+07
2.68994e+12,7.0623,1.57909,6.0199e+07,2.22091,8.9293,-5.29597e+07,2.86215e+07
2.69233e+12,7.06858,1.58531,6.03484e+07,2.22586,8.9345,-5.32395e+07,2.84164e+07
2.69472e+12,7.07487,1.59151,6.04971e+07,2.23077,8.93965,-5.35166e+07,2.82112e+07
2.69712e+12,7.08115,1.59768,6.0645e+07,2.23563,8.94476,-5.37912e+07,2.80058e+07
2.69951e+12,7.08743,1.60381,6.07922e+07,2.24045,8.94982,-5.40632e+07,2.78004e+07
2.7019e+12,7.09372,1.60992,6.09387e+07,2.24523,8.95484,-5.43327e+07,2.75949e+07
2.70429e+12,7.1,1.616,6.10844e+07,2.24998,8.95982,-5.45997e+07,2.73894e+07
2.70669e+12,7.10628,1.62205,6.12295e+07,2.25468,8.96476,-5.48643e+07,2.71838e+07
2.70908e+12,7.11257,1.62807,6.13738e+07,2.25935,8.96966,-5.51264e+07,2.69781e+07
2.71147e+12,7.11885,1.63406,6.15174e+07,2.26397,8.97452,-5.53862e+07,2.67724e+07
2.71387e+12,7.12513,1.64003,6.16603e+07,2.26857,8.97934,-5.56436e+07,2.65666e+07
2.71626e+12,7.13142,1.64597,6.18025e+07,2.27312,8.98412,-5.58986e+07,2.63608e+07
2.71865e+12,7.1377,1.65188,6.1944e+07,2.27764,8.98887,-5.61513e+07,2.6155e+07
2.72105e+12,7.14398,1.65777,6.20848e+07,2.28212,8.99358,-5.64018e+07,2.59492e+07
2.72344e+12,7.15026,1.66363,6.22249e+07,2.28657,8.99825,-5.665e+07,2.57433e+07
2.72583e+12,7.15655,1.66947,6.23644e+07,2.29099,9.00288,-5.6896e+07,2.55375e+07
2.72823e+12,7.16283,1.67528,6.25031e+07,2.29537,9.00749,-5.71397e+07,2.53316e+07
2.73062e+12,7.16911,1.68107,6.26412e+07,2.29972,9.01205,-5.73813e+07,2.51258e+07
2.73301e+12,7.1754,1.68683,6.27786e+07,2.30404,9.01659,-5.76208e+07,2.49199e+07
2.73541e+12,7.18168,1.69257,6.29154e+07,2.30833,9.02109,-5.78581e+07,2.47141e+07
2.7378e+12,7.18796,1.69829,6.30515e+07,2.31258,9.02555,-5.80933e+07,2.45083e+07
2.74019e+12,7.19425,1.70398,6.31869e+07,2.3168,9.02999,-5.83264e+07,2.43025e+07
2.74259e+12,7.20053,1.70965,6.33217e+07,2.321,9.03439,-5.85575e+07,2.40967e+07
2.74498e+12,7.20681,1.71529,6.34558e+07,2.32516,9.03876,-5.87866e+07,2.3891e+07
2.74737e+12,7.2131,1.72091,6.35893e+07,2.3293,9.04311,-5.90136e+07,2.36853e+07
2.74977e+12,7.21938,1.72651,6.37222e+07,2.3334,9.04742,-5.92387e+07,2.34796e+07
2.75216e+12,7.22566,1.73209,6.38544e+07,2.33748,9.0517,-5.94618e+07,2.3274e+07
2.75455e+12,7.23195,1.73765,6.39859e+07,2.34153,9.05595,-5.96829e+07,2.30685e+07
2.75694e+12,7.23823,1.74319,6.41169e+07,2.34555,9.06017,-5.99021e+07,2.2863e+07
2.75934e+12,7.24451,1.7487,6.42472e+07,2.34954,9.06436,-6.01194e+07,2.26575e+07
2.76173e+12,7.2508,1.75419,6.43769e+07,2.35351,9.06853,-6.03348e+07,2.24521e+07
2.76412e+12,7.25708,1.75967,6.4506e+07,2.35745,9.07267,-6.05484e+07,2.22468e+07
2.76652e+12,7.26336,1.76512,6.46345e+07,2.36137,9.07678,-6.07601e+07,2.20415e+07
2.76891e+12,7.26965,1.77055,6.47623e+07,2.36525,9.08086,-6.09699e+07,2.18363e+07
2.7713e+12,7.27593,1.77596,6.48896e+07,2.36912,9.08492,-6.1178e+07,2.16312e+07
2.7737e+12,7.28221,1.78136,6.50162e+07,2.37296,9.08895,-6.13843e+07,2.14262e+07
2.77609e+12,7.28849,1.78673,6.51422e+07,2.37677,9.09295,-6.15887e+07,2.12212e+07
2.77848e+12,7.29478,1.79209,6.52677e+07,2.38056,9.09693,-6.17915e+07,2.10163e+07
2.78088e+12,7.30106,1.79742,6.53925e+07,2.38433,9.10089,-6.19925e+07,2.08115e+07
2.78327e+12,7.30734,1.80274,6.55168e+07,2.38807,9.10482,-6.21917e+07,2.06068e+07
2.78566e+12,7.31363,1.80803,6.56405e+07,2.39179,9.10872,-6.23893e+07,2.04022e+07
2.78806e+12,7.31991,1.81331,6.57636e+07,2.39549,9.11261,-6.25851e+07,2.01977e+07
2.79045e+12,7.32619,1.81858,6.58861e+07,2.39916,9.11646,-6.27793e+07,1.99933e+07
2.79284e+12,7.33248,1.82382,6.6008e+07,2.40281,9.1203,-6.29718e+07,1.97889e+07
2.79524e+12,7.33876,1.82905,6.61293e+07,2.40644,9.12411,-6.31627e+07,1.95847e+07
2.79763e+12,7.34504,1.83425,6.62501e+07,2.41005,9.1279,-6.33519e+07,1.93806e+07
2.80002e+12,7.35133,1.83945,6.63703e+07,2.41364,9.13167,-6.35396e+07,1.91766e+07
2.80242e+12,7.35761,1.84462,6.64899e+07,2.41721,9.13541,-6.37256e+07,1.89727e+07
2.80481e+12,7.36389,1.84978,6.6609e+07,2.42075,9.13913,-6.391e+07,1.87689e+07
2.8072e+12,7.37018,1.85492,6.67275e+07,2.42428,9.14283,-6.40929e+07,1.85652e+07
2.80959e+12,7.37646,1.86004,6.68455e+07,2.42778,9.14651,-6.42742e+07,1.83616e+07
2.81199e+12,7.38274,1.86515,6.69629e+07,2.43126,9.15017,-6.4454e+07,1.81581e+07
2.81438e+12,7.38903,1.87024,6.70798e+07,2.43473,9.15381,-6.46322e+07,1.79548e+07
2.81677e+12,7.39531,1.87532,6.71961e+07,2.43818,9.15743,-6.48089e+07,1.77516e+07
2.81917e+12,7.40159,1.88038,6.73118e+07,2.4416,9.16103,-6.49841e+07,1.75485e+07
2.82156e+12,7.40788,1.88542,6.7427e+07,2.44501,9.1646,-6.51578e+07,1.73455e+07
2.82395e+12,7.41416,1.89045,6.75417e+07,2.4484,9.16816,-6.533e+07,1.71426e+07
2.82635e+12,7.42044,1.89546,6.76558e+07,2.45177,9.1717,-6.55008e+07,1.69399e+07
2.82874e+12,7.42673,1.90046,6.77694e+07,2.45512,9.17522,-6.56701e+07,1.67373e+07
2.83113e+12,7.43301,1.90544,6.78825e+07,2.45845,9.17872,-6.58379e+07,1.65348e+07
